fy,month,period,bu,account_code,account_name,account_type,group,sub_group,budget,actual,variance,variance_pct
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,683102,667087,-16015,-2.3
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5009,Contract Staff Cost,Expense,Expenses,Employee benefit expense,721153,690724,-30429,-4.2
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,92543,99795,7252,7.8
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,97281,104536,7255,7.5
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,102160,107695,5535,5.4
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,106121,118940,12819,12.1
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,104790,109466,4676,4.5
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,109976,101925,-8051,-7.3
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,115314,109594,-5720,-5.0
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,116250,120962,4712,4.1
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,114862,109072,-5790,-5.0
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,124016,124308,292,0.2
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,129855,129594,-261,-0.2
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,137089,156061,18972,13.8
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,114635,131067,16432,14.3
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,120504,106006,-14498,-12.0
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,126547,130701,4154,3.3
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,131454,152857,21403,16.3
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,129806,118109,-11697,-9.0
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,136229,164063,27834,20.4
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,142842,134350,-8492,-5.9
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,144001,138729,-5272,-3.7
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,142282,149806,7524,5.3
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,153621,151408,-2213,-1.4
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,160854,161332,478,0.3
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5100,Subcontracting Charges,Expense,Expenses,Cost of services,169815,184424,14609,8.6
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,184425,196301,11876,6.4
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,193866,205910,12044,6.2
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,203588,197615,-5973,-2.9
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,211482,222371,10889,5.1
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,208830,226485,17655,8.5
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,219164,195336,-23828,-10.9
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,229803,243000,13197,5.7
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,231668,231507,-161,-0.1
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,228901,217604,-11297,-4.9
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,247144,253842,6698,2.7
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,258781,257632,-1149,-0.4
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,273196,271685,-1511,-0.6
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,228451,224340,-4111,-1.8
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,240146,221621,-18525,-7.7
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,252189,265850,13661,5.4
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,261968,268331,6363,2.4
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,258683,254167,-4516,-1.7
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,271483,266020,-5463,-2.0
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,284661,410008,125347,44.0
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,286972,362727,75755,26.4
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,283545,348900,65355,23.0
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,306143,406022,99879,32.6
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,320557,410928,90371,28.2
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5101,Cloud Hosting (AWS/Azure/GCP),Expense,Expenses,Cost of services,338414,412946,74532,22.0
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,187105,184023,-3082,-1.6
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,196684,201417,4733,2.4
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,206547,187961,-18586,-9.0
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,214556,254857,40301,18.8
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,211865,236695,24830,11.7
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,222349,189952,-32397,-14.6
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,233142,236667,3525,1.5
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,235035,225921,-9114,-3.9
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,232228,187879,-44349,-19.1
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,250736,250104,-632,-0.3
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,262542,253357,-9185,-3.5
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,277166,281155,3989,1.4
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,231771,222816,-8955,-3.9
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,243636,260395,16759,6.9
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,255854,239580,-16274,-6.4
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,265775,268380,2605,1.0
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,262442,241828,-20614,-7.9
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,275429,321020,45591,16.6
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,288798,315295,26497,9.2
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,291142,324779,33637,11.6
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,287666,248282,-39384,-13.7
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,310592,318784,8192,2.6
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,325216,303688,-21528,-6.6
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5102,Software Subscriptions (SaaS Tools),Expense,Expenses,Cost of services,343332,339629,-3703,-1.1
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,174549,147036,-27513,-15.8
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,183485,201471,17986,9.8
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,192686,175702,-16984,-8.8
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,200158,240694,40536,20.3
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,197648,234644,36996,18.7
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,207428,188603,-18825,-9.1
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,217497,201964,-15533,-7.1
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,219262,208073,-11189,-5.1
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,216644,201258,-15386,-7.1
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,233910,231937,-1973,-0.8
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,244924,259163,14239,5.8
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,258567,265644,7077,2.7
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,216217,220549,4332,2.0
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,227287,211602,-15685,-6.9
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,238685,228293,-10392,-4.4
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,247940,243175,-4765,-1.9
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,244831,248074,3243,1.3
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,256946,299149,42203,16.4
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,269418,248527,-20891,-7.8
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,271605,284262,12657,4.7
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,268361,232088,-36273,-13.5
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,289749,306382,16633,5.7
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,303392,321796,18404,6.1
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5103,Software Licence Fees,Expense,Expenses,Cost of services,320292,348529,28237,8.8
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,141357,139432,-1925,-1.4
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,148594,162039,13445,9.0
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,156046,160188,4142,2.7
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,162097,174624,12527,7.7
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,160064,159945,-119,-0.1
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,167985,169627,1642,1.0
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,176138,169916,-6222,-3.5
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,177568,172163,-5405,-3.0
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,175448,167771,-7677,-4.4
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,189430,172168,-17262,-9.1
FY24-25,2025-02,Feb-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,198350,201031,2681,1.4
FY24-25,2025-03,Mar-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,209399,226867,17468,8.3
FY25-26,2025-04,Apr-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,175102,189465,14363,8.2
FY25-26,2025-05,May-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,184067,160376,-23691,-12.9
FY25-26,2025-06,Jun-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,193297,188166,-5131,-2.7
FY25-26,2025-07,Jul-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,200792,220653,19861,9.9
FY25-26,2025-08,Aug-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,198274,178411,-19863,-10.0
FY25-26,2025-09,Sep-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,208086,207196,-890,-0.4
FY25-26,2025-10,Oct-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,218186,245458,27272,12.5
FY25-26,2025-11,Nov-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,219957,214309,-5648,-2.6
FY25-26,2025-12,Dec-2025,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,217331,216113,-1218,-0.6
FY25-26,2026-01,Jan-2026,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,234651,211194,-23457,-10.0
FY25-26,2026-02,Feb-2026,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,245700,237942,-7758,-3.2
FY25-26,2026-03,Mar-2026,Cloud & Infrastructure,5104,Data & Connectivity Charges,Expense,Expenses,Cost of services,259386,263966,4580,1.8
FY24-25,2024-04,Apr-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,132661,128863,-3798,-2.9
FY24-25,2024-05,May-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,139453,152454,13001,9.3
FY24-25,2024-06,Jun-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,146446,131556,-14890,-10.2
FY24-25,2024-07,Jul-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,152124,167124,15000,9.9
FY24-25,2024-08,Aug-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,150217,163086,12869,8.6
FY24-25,2024-09,Sep-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,157650,154401,-3249,-2.1
FY24-25,2024-10,Oct-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,165302,166280,978,0.6
FY24-25,2024-11,Nov-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,166644,166819,175,0.1
FY24-25,2024-12,Dec-2024,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,164654,150494,-14160,-8.6
FY24-25,2025-01,Jan-2025,Cloud & Infrastructure,5105,Third-party API / Platform Fees,Expense,Expenses,Cost of services,177777,175037,-2740,-1.5
